,Time,bit-x,bitfinex,bitstamp,cex.io,coinbase,exmo,gemini,itbit,kraken
34,2019-08-31,14.7124192244948,12.6853358035779,13.3923847056507,13.4167784125356,12.7739504951487,12.5069459761763,12.9363847223506,11.9917000174282,13.4030324438175
35,2019-09-01,14.5670154796981,12.6049324034412,12.1123353390266,11.992675923737,11.1626363487128,11.1712821152079,11.0687820719523,11.4585395927635,12.2144094032443
36,2019-09-02,20.996024320483,18.085307043919,17.3587698958208,18.4304171813666,16.4484617075946,17.6161731252129,16.6777709485249,16.6370119082518,17.1629480038355
37,2019-09-03,20.5290116362474,22.0872672209183,21.8589992186748,20.503934708783,21.8896231915514,22.8491666915193,21.462484613979,21.300897325483,22.5359610173479
38,2019-09-04,32.2775489634324,24.5006113640805,24.1483209462349,25.3313227729781,23.9826403598591,23.1187621165638,23.8381580944445,24.5329532147586,25.736143107897
39,2019-09-05,20.639253812316,20.0458989388641,19.2096591834546,18.0558225104526,18.4837046159128,13.7159817017247,18.655705423374,18.7363476189395,19.8170318648509
40,2019-09-06,28.5769867458597,25.9807705282845,26.45065315197,25.436840676298,26.5880220824873,20.8143336325041,26.7242208359268,25.0968429010617,27.7349980346787
41,2019-09-07,21.9807325536335,15.7953777423186,14.9820871910523,15.8929377942169,13.4746255112457,12.4920989991926,13.0445202587514,13.1488018779832,13.8238648948133
42,2019-09-08,15.2514947761406,15.5933861265932,15.2271067900316,14.193471601896,13.5169379935258,13.1362590188759,13.308386509567,13.2363067975603,14.6790660386662
43,2019-09-09,27.6228023258222,23.5242299496818,22.560913196594,21.2312667219222,21.7678772384243,24.4238924846665,22.072304047942,21.5271451840104,21.6172360184005
44,2019-09-10,19.6494432439416,17.8904330503942,17.5255116005542,17.8460517372235,16.8952784534786,17.0174130027569,16.5975829395535,16.2031888663028,16.5189923552962
45,2019-09-11,19.4764054793857,21.2150961129472,20.3468778108022,20.8545992055973,20.0562915232576,19.1809267508203,20.2279886644713,19.7122276323613,19.4217430923428
46,2019-09-12,17.2276756773489,15.8654758783652,16.005446514351,16.3233084733454,15.2932702380853,15.1084900997317,15.0074372886111,14.4120147315432,15.9719341310152
47,2019-09-13,17.7836231629493,15.8246704292292,15.1567547437613,16.1206765742047,13.9607582452451,14.8262325384374,14.2203888551661,13.7744993799441,16.8350788874106
48,2019-09-14,12.137852624913,12.7631231237224,12.3748746673654,11.9990836886944,10.9917241764,14.1582190523965,11.1103182525702,9.94444108337004,10.5155491921534
49,2019-09-15,15.0053919554331,9.74393270708331,10.0155993937805,10.1470467029015,8.61836758299522,10.1581682749834,8.61462553185514,8.48268056728399,8.0919976736076
50,2019-09-16,17.3205454949258,12.5295881389858,12.2714596193034,13.1316551921464,10.9843015771949,12.4849574446164,10.7209185574055,10.5972218678432,13.0923320540582
51,2019-09-17,11.7804785418262,11.1808914986113,10.9412456922228,11.1452361825271,9.98995789444882,11.4866790514682,9.90956926688973,10.3432328855199,10.9653699071111
52,2019-09-18,18.0221148055969,11.4442808368742,10.1656646056099,10.851233959708,9.20041552322562,11.9258593242418,11.9498998242818,9.80729822965483,11.0421334230017
53,2019-09-19,21.6344477248575,21.1380398260225,19.9639655216775,19.7962840643766,18.6617636643217,17.6769799720066,19.9095258890608,18.8844939107983,19.4054713724431
54,2019-09-20,11.7309523681485,12.4192180146634,12.753353141719,12.3059679116721,11.2547099697014,11.3534490512382,10.9187423553046,11.5462555143006,12.1231503597902
55,2019-09-21,14.6234480693915,14.2734997345828,14.3691375464126,14.9277758496569,13.7966536581792,13.3747886999058,13.7543687125487,13.2322940054632,14.1545301515934
56,2019-09-22,16.4479433673938,15.4077002796475,15.5216818934864,15.1802500421538,14.3724324015242,13.1230137560355,14.3861158353992,13.6084713542006,14.167883148195
57,2019-09-23,17.4442447192316,17.6669850538238,17.2232361100556,16.9352275941914,16.2696327368616,15.9225180721125,16.8846343567488,16.4875423075156,17.4972100542564
58,2019-09-24,46.8926422986405,44.195668467948,45.9878137027869,42.723187158357,45.0292140736555,38.3420518597602,45.692150890078,42.2836714230139,45.2312636378576
59,2019-09-25,37.7288473501956,31.9528355657816,30.7441804773159,32.3668094687258,30.1045469519083,32.7215453198766,31.4957496164436,31.5883316177298,33.952218742148
60,2019-09-26,32.8665263535767,29.4952466866376,30.4329049132151,32.1728855126746,30.0836399343027,26.236708839291,29.3309303498564,29.3866267897784,30.5196952267168
61,2019-09-27,22.5889598158988,22.0311501061134,20.7120691047129,17.5940484903779,19.556127782495,21.0246905855663,19.9527210559993,20.2309526523392,22.4783547548217
62,2019-09-28,14.3779565362709,17.2531411880562,16.3417270172239,15.2176172863065,15.5450498885171,18.1183246346248,15.3300603890916,15.7190787947813,17.6043441367254
63,2019-09-29,15.4174491033804,16.8806078589188,16.7154366545017,16.7877731452031,16.0038699190871,16.6596519070929,16.0586664566134,15.897360015068,17.6196777921488
64,2019-09-30,24.140915006569,24.7379565223633,24.0571461302948,23.237706719193,23.6390670310129,23.0814951088878,23.8145064020802,23.4323240030124,24.5172082323493
65,2019-10-01,25.1925278543222,26.0230815941074,24.713347093716,24.3301172488999,24.1849448834741,25.6038671600742,23.6270054206536,22.6451952441211,24.1170163881559
66,2019-10-02,17.8726513838869,14.1185613778019,14.0052707715811,14.1868745043568,13.7489785369786,14.3190222563037,14.0154280596872,13.737560868727,13.8336071623121
67,2019-10-03,16.6384893958274,14.3964904475685,14.884775552518,14.5606191707602,14.1323101786283,14.1702625827317,13.152441013,12.8621453987131,14.806267602643
68,2019-10-04,15.1979322913014,13.9686570065327,13.8965747286967,14.836109524471,13.2453360323731,12.8169387270068,13.0597042580125,13.2167829954774,14.3881434491611
69,2019-10-05,14.2244566659052,10.6833619798928,10.83761704384,11.4667832938961,10.2285369076332,9.37801710860664,10.6009299006859,10.1809548333352,10.5395856188702
70,2019-10-06,20.6607483811766,17.9963269322841,18.1134486609948,17.2228187648463,17.8847633682343,14.0639494299423,17.6331815446854,16.2823286635494,17.7844143417774
71,2019-10-07,27.1098396036979,18.6397881454536,16.9235245687476,19.3745560282542,16.9610505090786,16.3370838070267,16.7736434783882,15.6832643819384,17.3230030683564
72,2019-10-08,16.3499466602382,12.3855542368629,12.551276700826,13.2646577169399,12.3776533478699,12.1064122994096,12.0850328639366,11.8026354943788,13.1020662649309
73,2019-10-09,21.0017435263996,17.1235141614284,16.8801584837666,17.9646097354813,16.7392180961138,15.0771160347204,16.939273372354,17.0429398611067,17.3619748550372
74,2019-10-10,15.5700609047731,13.1553240536857,13.0778294077305,13.546525696858,12.4516622895279,12.0215491462738,12.9509136491912,11.7079596530266,13.1857117380827
75,2019-10-11,21.730755512119,20.7560352804457,19.9436571983722,19.3439013540501,19.865594692322,16.7772708770734,19.2717704678645,18.833314984414,21.1143889133931
76,2019-10-12,10.5415616719412,9.76702953388945,9.1195619393254,10.8184930990373,8.85980658188883,8.62688181137249,9.49410866657259,8.87064503997557,9.85416635910464
77,2019-10-13,13.0129564325675,11.1719713647507,11.15305753979,12.1119428935608,11.3238489553821,10.6843763021538,11.2275194711619,11.7575762924796,11.8420189931802
78,2019-10-14,11.4863630815902,10.398200221364,10.4094718048947,10.8843234661219,10.169826777053,10.688715321136,10.3595775162807,9.94459696542542,10.6329619538363
79,2019-10-15,12.5468149907579,11.0735360103843,11.277371628213,12.685393843392,11.0419017298942,10.5537028371071,10.8284692495937,11.7288768693159,12.4899848875669
80,2019-10-16,8.90402965996532,9.14131682794834,9.97671401926715,12.1545336819061,9.44687246489905,10.0193928635071,9.65416888931973,9.08147109644026,9.79680169034641
81,2019-10-17,10.2832015204039,10.3169349130642,9.52000285307222,11.0097335440849,9.04917679626137,10.9490789752946,8.78453068928602,8.63243804846181,9.57195144070128
82,2019-10-18,12.3075986417398,12.3453478490366,11.5409013811557,13.0597406431151,11.2723693544808,11.6742310847927,11.5570002146652,11.2742595733517,10.4344962531847
83,2019-10-19,10.6693155149956,10.7951790861445,10.7799885704291,11.4083853796192,10.2268370859076,10.1508125477935,10.7581142604595,10.0617941869722,10.6055688515704
84,2019-10-20,16.4737002514176,11.845202909308,12.2705609129188,13.7671133946272,11.9611037134598,11.8865727442026,11.7260112872817,11.8167631945868,12.37019446576
85,2019-10-21,20.5366606909142,10.8090607128957,10.3968577694769,13.0323667009903,10.15229357726,11.1392183263638,10.1144447145042,9.44523167336595,11.3366056437936
86,2019-10-22,19.2974023471124,11.2578049610137,10.7004283384127,11.086389465055,10.1300433332297,9.73336561015703,10.000469579453,9.43637475770592,10.931198005089
87,2019-10-23,18.0664945274367,20.5340916567237,20.790109275767,20.5567352856818,20.4560271407512,25.2965130446288,19.4217533351706,19.8315822043204,20.2218296530686
88,2019-10-24,11.3405979649881,9.94249130623167,9.73714335279509,10.9461924417357,9.37994554740022,12.0391563846493,8.90936925503176,8.86514191484422,9.48066273734236
89,2019-10-25,32.0125665230404,30.7142142870579,31.5790613732605,28.6345773233527,31.117672698831,28.6982364136069,30.8268784383585,29.8380566407545,30.7744472180569
90,2019-10-26,66.9487843474493,70.0179702231907,106.690613558199,67.7077563688424,71.6982366248442,66.8829237232229,72.5161481515295,69.4089492124164,72.6410954142483
91,2019-10-27,31.4101763147693,37.7245434669656,38.2565637078501,36.1733366775985,37.8831346161505,32.639225420333,37.9470856674863,36.5875784499738,39.7070421204242
92,2019-10-28,27.1525533062975,31.8531108706052,31.72101456402,32.5402293350054,32.0421016990431,29.8835331515068,31.3579106466817,30.7961839806359,32.4424668280582
93,2019-10-29,27.1734935278925,25.054146064488,24.7747728851297,24.4875707788972,25.1247383760793,23.2172506900707,24.0580551999994,23.7156628555272,25.5797875837197
94,2019-10-30,19.8605171491704,22.3139858760455,20.9876019549722,20.6851193838552,21.8215296072306,19.5131617251121,22.1646454608333,22.3847547528815,23.5188879093522
95,2019-10-31,22.8828882997461,20.8023108738523,20.3345803848039,21.0100307726723,19.5918526645433,20.2220421449861,20.5405024493298,21.1520994732926,21.3879360797988
96,2019-11-01,20.5649169538319,18.8863138113904,17.6413818661379,17.7699157051741,17.0528393734487,14.9696765867993,17.0271600817329,18.084652839618,17.978170525203
97,2019-11-02,11.0826518907024,10.9335776219855,10.3648384503976,13.6729765760455,10.0307508250129,11.4395134387661,9.69064369826546,9.44201683742506,10.3417510480371
98,2019-11-03,14.2034411432269,11.998654054263,11.9544965481361,14.7508524640928,11.5052781621455,11.8667911746307,11.4034780838597,10.4690893586707,11.8121663616779
99,2019-11-04,17.9754717436002,13.819723864526,14.1968101676009,15.3531242202381,13.8874360364487,14.742796054684,13.1395932968283,13.619205482405,13.3348977369608
100,2019-11-05,18.6645006167327,17.0037149689055,16.7255924529304,18.4949552946066,16.5259446864172,14.2210074892607,16.3952784436808,15.8746392977777,18.3415752845135
101,2019-11-06,12.9235185993344,11.1476280267391,11.5147901588055,15.3038064925884,10.4643012602452,11.7828313970799,10.4121444092383,9.42665509807193,10.6559750566097
102,2019-11-07,10.9611522273866,12.7126398618647,12.4220599163908,14.4610757173367,11.8344417909427,12.7181609994464,11.4739583941559,11.4622270573309,11.9908012990288
103,2019-11-08,20.1192411355261,17.5174607596131,19.4450521221892,20.3356111255798,18.8122620661663,18.524371137654,18.4741252416391,17.7291861584764,18.9989086404977
104,2019-11-09,11.839525583069,11.2696000323829,11.6963236595731,12.8071260321636,10.2380829649175,10.9784803190435,10.1555882064989,10.2263944777372,10.5268703623946
105,2019-11-10,14.7236718692776,13.9300786500856,13.5923371199173,17.0329565843388,13.5657804538905,14.9279226885584,13.003204426964,12.859350678111,13.3088601487241
106,2019-11-11,17.4069423543584,15.0652536346493,16.8696690808409,19.7015225492339,15.8359851801649,16.8241570478194,15.4545628920056,14.5344678574518,15.2368129824259
107,2019-11-12,16.4303520460757,13.7853213395702,14.4005134396661,17.012178662189,13.5830205288225,14.4663436747965,13.9517267354757,13.3945977356835,14.0416866841805
108,2019-11-13,12.1812840148127,8.50245764582418,9.8053943702493,10.7434804591159,9.06524538940791,12.7393622063051,9.88992631610813,8.31810063409548,9.06789371497721
109,2019-11-14,12.0175095666637,9.98654466720339,10.8714564939906,14.72920593215,10.016259511174,13.2044074014651,10.0219143281946,10.0559161733834,9.71725062797096
110,2019-11-15,19.3075712584447,15.6766850396591,16.7429273921111,18.0457459799855,16.0846585795457,15.8838759656576,15.9683974891071,16.510419323633,16.8517442249453
111,2019-11-16,8.93438130948857,6.94930133591715,8.14017142975588,11.422206007321,7.28890860943212,8.15714456663449,6.68978781277913,7.31346908782598,7.54426768941744
112,2019-11-17,10.5922129153239,9.43158600448964,11.8590291640028,13.600465284655,10.8021904431649,11.114820660211,10.777029066502,10.2949876742441,11.5101425707806
113,2019-11-18,15.66741657319,12.3933118549499,14.4343829078838,16.1173271237682,13.9929204796515,14.0659315010675,13.8119267439617,13.5196454195527,14.4455848190851
114,2019-11-19,15.1939575088522,11.0629208339511,11.7618950369001,14.1759541129352,11.1529046886913,12.1480918056767,10.8970730149476,10.3596346016853,11.4119640464646
115,2019-11-20,11.5933949095413,10.4363048637133,10.8820615234315,12.0398151173137,9.99693203037571,9.69669333113321,10.2019751119118,10.0436722817553,10.8784177214455
116,2019-11-21,13.1381203114316,15.2478029300247,15.6767251118651,17.3723953677129,14.7086325349415,15.2463300243833,15.0563909437849,14.1257843370752,15.4133390865994
117,2019-11-22,27.0959034326276,30.8749453488794,29.9099001536836,31.246969093586,29.6858079483362,27.768473345076,29.5266728624207,29.2294133776672,31.6223186488
118,2019-11-23,17.5188890147449,17.0336363561544,17.081105516055,17.3370530731408,16.9074440288034,15.782395668314,16.4091327118824,15.7839118983752,16.9437850325701
119,2019-11-24,19.0756275752931,20.3015553825625,21.1398828568364,21.5507605536553,20.4339008344583,19.7185169471253,20.71963754858,20.0375396258341,20.7614495471347
120,2019-11-25,29.1780198467512,33.8256097466886,32.3916768365351,31.5097529245455,31.8465658337633,31.1375931452765,32.2849945340205,31.3444518337608,32.7025646572668
121,2019-11-26,19.0376826644596,20.0700331296206,20.3219380998872,18.5059459402125,20.0329179283696,19.3669918814376,19.5643034542458,19.5994215549362,20.8009904568573
122,2019-11-27,24.6355004765884,25.4469650883474,26.7207577318736,25.1118052055608,26.264558241532,25.8786085585265,25.9321080411726,26.4956930684597,26.6600057373078
123,2019-11-28,19.6418956731124,17.1144625424478,17.9951555171528,19.4835743486553,18.0878427725857,19.275254547988,17.243329247623,16.9636164777149,17.4425648974067
124,2019-11-29,37.5938107549542,18.1605469841032,18.3518896582199,18.0324629632771,17.2993898848571,17.3833187861207,16.9136178842802,16.7246888505124,17.2854562467847
125,2019-11-30,27.5987590135811,14.9392965452478,15.1506077216407,17.0021010860863,14.5681253586899,14.6083164285748,14.8012122436496,13.7130184997141,14.9779434144578
126,2019-12-01,22.6638427975866,19.8427237896867,19.1423049089003,21.2046763736726,18.4820873280688,18.5835049040348,18.4254781436096,17.9117896045705,20.5738959925895
127,2019-12-02,25.0598628314503,14.8333104581432,15.4989459116197,15.2205476967713,15.0211356057547,14.1466530385911,14.5553087369707,14.4453606867162,15.5841979835256
128,2019-12-03,25.0211809253218,10.4308845396663,11.4949136119775,12.5726818527422,10.8407009149999,13.3846541019802,10.8639912301869,10.440760468593,11.0134369151009
129,2019-12-04,32.7271691714694,24.8015664260629,24.1715532051991,24.3729098508166,23.6629479482848,25.4501010023279,23.6134530416726,23.1926537540047,24.5213004146134
130,2019-12-05,24.7369496024557,18.4969848531845,18.5895704473039,16.0681256060841,18.144927294628,18.0322155911745,18.5570293935351,17.2358601930409,18.3772630866392
131,2019-12-06,26.7418607274665,16.5024794180775,16.7866835626561,14.7427325865534,15.8943110817818,16.1128871152817,14.9305397654269,14.4450418873786,16.2431756621328
132,2019-12-07,25.6570070955739,9.04094368586933,9.82020899350231,10.5541843107735,9.41234563063499,9.20960613623815,9.35252610187367,8.29241407832907,9.34410139395273
133,2019-12-08,17.1542374421085,8.34083039004559,9.11049081456212,11.62601710742,8.04296398611825,8.92420211777494,7.9248448384599,7.59381270178958,8.35238931261281
134,2019-12-09,23.1360885817168,13.9337362851073,14.3839151211977,14.8060343932405,13.6325984553699,11.5909565828539,13.1669981462917,12.8429293157225,14.7113493480199
135,2019-12-10,18.8572258374043,10.8722611773536,11.2605141682493,11.3718733681434,10.3389918355497,9.33068060501649,10.2143837803235,9.72441794206468,11.7828252190264
136,2019-12-11,20.8259007915039,8.18182404046664,8.95593431076703,10.5468545746382,8.0495008840275,9.06328607698122,8.19091545586775,7.81353340822128,7.99518388967719
137,2019-12-12,23.0799027902485,11.3345356291972,12.0987495443164,12.1491786880722,11.4614648592855,11.8195660176509,11.21741175557,11.3769896128594,12.1146620648226
138,2019-12-13,37.1419824528296,5.55255383827024,7.1637189617708,8.06591027345117,5.88693838007255,9.91378595825589,5.92338188507954,5.58182735253722,6.36059893679989
139,2019-12-14,16.1516606026151,8.32292994520869,9.70270874693382,7.91647015165715,8.44472215439403,10.9652019044289,8.35900260788666,7.90128508363873,8.72670264831312
140,2019-12-15,23.2800221627471,8.92464454004838,10.3489966587968,9.892892979003,9.59220617591714,11.1896018013308,9.14036737112316,8.98898829839281,9.78460450296519
141,2019-12-16,22.3929624665186,9.98769338367864,11.7240945620604,11.7937581753069,11.2651824871638,12.7182660135439,10.8676439389557,10.6120704516144,11.1076964342859
142,2019-12-17,23.9701043028148,11.8209893576239,12.8873137291401,14.6274243930479,12.570753119695,12.4945163077002,12.4382882920454,12.3692658390483,13.5498067208172
143,2019-12-18,31.9493325539949,25.8170908163477,25.7619087222414,25.862497527082,25.1301539820133,21.3203785921563,25.3963446449155,23.5581752296893,26.8514534665218
144,2019-12-19,28.4446286336945,15.4410196577448,15.9466530543457,15.8675166857086,15.1200018773006,17.0541560951685,14.5420256711517,14.7905858788321,15.933559533827
145,2019-12-20,22.7122856260277,8.42162926148561,9.82050446037144,9.31223915218045,9.26627661654444,9.55036523025515,8.20095188500381,8.85053362228206,9.55510021476044
146,2019-12-21,16.9999280551039,4.93925394657067,6.00664154503313,7.58263316339558,5.19883788887129,6.48008161134724,5.31325836712098,4.82898750825014,5.00451195382329
147,2019-12-22,19.7788337471878,10.7924611902559,12.0516802513013,12.426008510443,11.432745379849,10.0702955734735,11.1779494569016,10.3742450545755,11.2553137210966
148,2019-12-23,25.876022395288,18.6577116916633,18.7013816957651,18.7056874015876,18.541635797965,17.5971416876295,17.7867641496284,17.8025073994037,18.9024672262689
149,2019-12-24,22.0990254661254,14.4747163398652,14.892952589097,13.6629693256411,14.6825487373118,14.6872643777638,14.6064880069081,13.7489046824795,15.488821154526
150,2019-12-25,18.1005237341987,9.00798901490924,10.1958365774253,10.3839995138008,9.6798932821674,9.43926590346505,10.3574863192744,9.6521577270672,10.0780231598471
151,2019-12-26,24.4589311154183,9.91055170230633,11.1865900910849,10.9701032484008,10.7113578401699,10.8999531810182,10.6365121631024,10.1597963266955,11.1558519898625
152,2019-12-27,30.0528462548332,10.9918897418677,11.2231289543917,10.4944469309968,10.7687989462763,9.44421489384452,10.4935703153399,10.278271169024,12.4931647605364
153,2019-12-28,19.2146672450698,8.85895858780364,9.37327419389326,8.8881962854202,8.30135561335709,8.62571735545427,8.23929048729359,7.75140150487097,8.80182137643864
154,2019-12-29,19.4513633166298,8.93793934967289,10.0856211639641,10.4914373808689,9.42146786443987,8.98305751067368,9.6794684208205,7.97687969241316,9.7367650632678
155,2019-12-30,28.7692974348585,9.09460006183408,9.28813273347026,9.74427807561945,8.75594865489962,8.90485390884799,8.84565825217037,7.98087201194978,8.96673192990927
156,2019-12-31,21.1666362758405,7.96099100108092,8.89404370089172,11.2407650375024,8.38763183246434,8.46312375088613,7.79590355865159,7.21562008878916,8.03957689875365
157,2020-01-01,16.7819378479217,6.32926545549548,6.85146030268485,7.82226572769604,6.32389229673453,6.31879111396943,6.60914201720357,5.87043173167454,6.4944523238849
158,2020-01-02,17.7349212729895,9.44318491647522,10.2595620510759,10.7927613949054,9.91633924887986,8.67625594762808,9.80976110271021,9.43599850245245,9.44889957691202
159,2020-01-03,31.8596828853214,20.0847211734106,20.2449537398553,20.3663139829589,19.5175465442987,19.0639362489217,19.2785740467399,19.6214975304016,19.6296116896663
160,2020-01-04,17.3509992084277,8.61244952671329,10.3171538922693,8.52319297162128,9.63426434182171,9.45244551354854,9.73559463353242,9.05525984145747,9.91285186309866
161,2020-01-05,19.5403883882187,9.2683226939937,10.2530637157061,9.88129142723636,9.87064497282483,9.35274205169035,9.65353565563886,9.33620894246587,10.5052343740758
162,2020-01-06,25.8279042844884,12.3049817138269,13.5550600082541,13.0840607506412,13.1160816900987,11.073443225335,12.6067193617192,12.6941117936141,13.231730581545
163,2020-01-07,38.2951798342336,22.220702722167,23.4141026421899,24.1588873114867,23.1465573474853,22.8585786529762,22.7818404635095,21.9363500361754,23.5370699671484
164,2020-01-08,33.9498746487194,26.9050535518958,27.8614201388186,28.2919290818057,27.8360909150098,27.1327868152487,27.1201533615748,27.2194306238657,27.9663312469628
165,2020-01-09,32.6161743959954,16.4964093826197,17.5005879241617,18.133485259424,17.4023930766266,16.2148236050467,17.3705907892445,16.8482211087967,17.7306633972371
166,2020-01-10,41.6617945805743,20.7592928112537,21.8035926996864,21.5771096455639,20.8132183962221,20.1493052687626,20.9283492123199,20.2079620292829,22.0796055403515
167,2020-01-11,23.9970946345488,16.3604550331855,18.0806605316577,16.7370428402112,17.6311028512005,17.0794216076463,17.5128620769929,15.7361416395205,18.6268501788681
168,2020-01-12,20.3966584249737,11.4374158515763,13.0255315936833,12.8648411450901,12.2614972116092,10.7039623756934,12.0276839537006,10.5599348176804,12.9440166273412
169,2020-01-13,20.427144906209,8.72119396878962,10.0495554809043,10.3748854560799,9.08080967202205,7.47735621260069,10.9299012821959,7.57388086170967,9.4471910135984
170,2020-01-14,42.5302120599993,24.751566900723,26.5682975492741,24.8508992602297,26.1013436809837,24.2287657479197,26.1415913943853,24.0846142829868,26.8454598356043
171,2020-01-15,29.0887077350591,22.0344193958884,23.1058017320091,23.8178418922586,22.5936377957523,21.9420416942328,22.803856386025,21.4811407886343,22.9086493173306
172,2020-01-16,27.9506827310285,16.1681831479488,17.6640730952105,18.1777115425667,17.3687279324682,15.7247593503461,16.4612395620043,15.7002912286705,16.6959380412337
